alcohol,sulphates,volatile acidity,density,citric acid,total sulfur dioxide,quality,tipo_calidad
11.4,0.6,0.34,0.99546,0.42,19.0,6,Buena
11.5,0.59,0.54,0.99479,0.09,16.0,6,Buena
12.0,0.86,0.31,0.99615,0.36,31.0,7,Buena
10.5,0.5,0.4,0.99772,0.47,20.0,5,Mediana
9.4,0.52,0.52,0.99666,0.38,18.0,5,Mediana
9.4,0.52,0.52,0.99666,0.38,18.0,5,Mediana
12.4,0.78,0.34,0.99392,0.42,36.0,6,Buena
12.0,0.63,0.49,0.99388,0.27,25.0,6,Buena
11.2,0.54,0.48,0.99402,0.09,30.0,6,Buena
12.0,0.63,0.49,0.99388,0.27,25.0,6,Buena
12.4,0.66,0.48,0.9936,0.34,25.0,6,Buena
12.8,0.6,0.57,0.99374,0.28,49.0,5,Mediana
12.3,0.54,0.23,0.99376,0.42,17.0,6,Buena
11.7,0.85,0.3,0.99523,0.41,24.0,7,Buena
9.5,0.49,0.78,0.99855,0.1,13.0,5,Mediana
10.0,0.64,0.53,0.99593,0.0,14.0,6,Buena
11.0,0.71,0.33,0.99396,0.41,35.0,6,Buena
9.5,0.59,0.24,0.99698,0.39,10.0,6,Buena
11.3,0.6,0.69,0.99572,0.07,21.0,6,Buena
11.3,0.6,0.69,0.99572,0.07,21.0,6,Buena
11.3,0.6,0.69,0.99572,0.07,21.0,6,Buena
13.3,0.53,0.39,0.99252,0.12,24.0,6,Buena
12.9,0.58,0.66,0.99256,0.0,15.0,5,Mediana
12.3,0.55,0.5,0.99352,0.0,28.0,6,Buena
11.2,0.65,0.4,0.99674,0.37,29.0,6,Buena
11.5,0.62,0.58,0.99557,0.0,13.0,4,Baja
11.3,0.59,0.24,0.99394,0.35,27.0,7,Buena
11.5,0.6,0.76,0.99379,0.0,52.0,6,Buena
10.0,0.68,0.43,0.9984,0.33,89.0,5,Mediana
10.5,0.69,0.43,0.99798,0.35,70.0,6,Buena
10.4,0.63,0.6,0.9977,0.0,10.0,6,Buena
11.8,0.74,0.28,0.99524,0.35,15.0,7,Buena
11.9,0.6,0.25,0.9946,0.43,50.0,6,Buena
11.4,0.76,0.52,0.99774,0.45,13.0,6,Buena
11.4,0.76,0.52,0.99774,0.45,13.0,6,Buena
9.5,0.64,0.51,0.99764,0.24,86.0,6,Buena
9.5,0.65,0.4,0.9969,0.3,79.0,6,Buena
11.0,0.85,0.38,0.99624,0.32,71.0,6,Buena
11.4,0.65,0.45,0.99354,0.11,12.0,6,Buena
10.0,0.82,0.22,0.99672,0.3,20.0,6,Buena
10.1,0.62,0.32,0.99588,0.23,70.0,5,Mediana
10.4,0.81,0.2,0.99672,0.43,51.0,6,Buena
11.6,0.66,0.39,0.99526,0.42,21.0,6,Buena
12.0,0.52,0.35,0.99585,0.47,11.0,6,Buena
12.8,0.76,0.33,0.99473,0.32,12.0,7,Buena
12.5,0.65,0.58,0.99352,0.23,70.0,6,Buena
9.8,0.53,0.6,0.99616,0.25,38.0,5,Mediana
11.1,0.66,0.42,0.99622,0.35,38.0,6,Buena
9.8,0.53,0.6,0.99616,0.25,38.0,5,Mediana
12.9,0.87,0.51,0.9924,0.18,101.0,7,Buena
10.8,0.67,0.41,0.99728,0.43,37.0,5,Mediana
11.1,0.72,0.36,0.99676,0.57,20.0,7,Buena
10.2,0.75,0.45,0.99551,0.43,21.0,6,Buena
11.8,0.71,0.32,0.99434,0.42,19.0,7,Buena
10.0,0.67,0.785,0.99692,0.24,21.0,5,Mediana
10.0,0.67,0.785,0.99692,0.24,21.0,5,Mediana
10.2,0.98,0.54,0.99709,0.26,60.0,5,Mediana
12.4,0.88,0.33,0.99528,0.39,48.0,7,Buena
12.0,0.56,0.34,0.99384,0.27,44.0,6,Buena
11.5,0.62,0.5,0.99502,0.29,14.0,6,Buena
10.5,0.67,0.36,0.99667,0.34,12.0,6,Buena
10.8,0.68,0.59,0.99522,0.0,44.0,6,Buena
12.3,0.74,0.42,0.99649,0.46,16.0,6,Buena
9.5,0.62,0.36,0.99716,0.31,65.0,6,Buena
9.5,0.62,0.36,0.99716,0.31,65.0,6,Buena
12.7,0.66,0.66,0.99318,0.0,11.0,7,Buena
11.4,0.73,0.915,0.99346,0.0,78.0,5,Mediana
11.0,0.81,0.35,0.99599,0.33,47.0,6,Buena
11.0,0.81,0.35,0.99599,0.33,47.0,6,Buena
11.4,0.46,0.39,0.99478,0.43,11.0,5,Mediana
10.5,0.86,0.4,0.99754,0.4,54.0,6,Buena
9.3,0.6,0.66,0.99572,0.07,61.0,5,Mediana
10.9,0.7,0.64,0.99538,0.23,119.0,5,Mediana
11.9,0.46,0.43,0.99346,0.3,39.0,6,Buena
11.9,0.46,0.43,0.99346,0.3,39.0,6,Buena
10.9,0.7,0.64,0.99538,0.23,119.0,5,Mediana
9.6,0.44,0.955,0.99616,0.05,19.0,4,Baja
12.4,0.8,0.25,0.99439,0.37,41.0,7,Buena
9.5,0.59,0.745,0.99588,0.12,64.0,6,Buena
9.5,0.6,0.43,0.99633,0.22,56.0,6,Buena
9.5,0.58,0.58,0.99686,0.23,94.0,6,Buena
9.8,0.54,0.57,0.99458,0.21,9.0,6,Buena
10.9,0.79,0.26,0.9951,0.26,77.0,6,Buena
9.5,0.58,0.58,0.99686,0.23,94.0,6,Buena
9.8,0.54,0.57,0.99458,0.21,9.0,6,Buena
11.2,0.54,0.34,0.99419,0.36,10.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.0,0.85,0.36,0.99534,0.46,44.0,7,Buena
11.2,0.87,0.39,0.99428,0.43,24.0,7,Buena
10.4,0.62,0.65,0.99498,0.02,15.0,6,Buena
9.3,0.62,0.44,0.9957,0.15,53.0,5,Mediana
10.4,0.62,0.65,0.99498,0.02,15.0,6,Buena
10.5,0.75,0.38,0.99659,0.42,13.0,6,Buena
10.4,0.48,0.33,0.99628,0.46,9.0,6,Buena
11.3,0.56,0.27,0.99488,0.46,29.0,6,Buena
9.5,0.69,0.57,0.99677,0.31,79.0,6,Buena
10.6,0.69,0.4,0.996,0.31,24.0,6,Buena
10.9,0.83,0.39,0.99478,0.4,50.0,6,Buena
9.6,0.46,0.53,0.99678,0.22,89.0,6,Buena
12.0,0.76,0.36,0.99638,0.47,23.0,6,Buena
9.4,0.51,0.46,0.99922,0.23,77.0,5,Mediana
9.6,0.72,0.58,0.99769,0.25,21.0,5,Mediana
9.5,0.64,0.43,0.99718,0.29,66.0,5,Mediana
11.8,0.78,0.18,0.9947,0.34,58.0,6,Buena
9.5,0.64,0.43,0.99718,0.29,66.0,5,Mediana
9.3,0.49,0.23,0.99614,0.37,36.0,4,Baja
12.8,0.4,0.75,0.99242,0.01,18.0,6,Buena
9.4,0.64,0.55,0.99659,0.0,17.0,6,Buena
12.8,0.4,0.75,0.99242,0.01,18.0,6,Buena
9.6,0.46,0.73,0.99798,0.0,24.0,4,Baja
9.3,0.4,0.61,0.99494,0.2,60.0,5,Mediana
9.8,0.59,0.37,0.99729,0.39,65.0,5,Mediana
12.2,0.6,0.4,0.99414,0.41,40.0,6,Buena
9.5,0.62,0.56,0.9983,0.22,86.0,5,Mediana
10.5,0.68,0.55,0.99655,0.19,34.0,5,Mediana
10.0,0.48,0.74,0.99502,0.07,48.0,5,Mediana
10.5,0.68,0.55,0.99655,0.19,34.0,5,Mediana
11.1,0.75,0.41,0.9949,0.33,36.0,6,Buena
10.9,0.61,0.6,0.99514,0.01,37.0,6,Buena
10.9,0.61,0.6,0.99514,0.01,37.0,6,Buena
9.8,0.59,0.58,0.9963,0.14,60.0,5,Mediana
9.5,0.58,0.66,0.99569,0.0,13.0,5,Mediana
10.9,0.69,0.7,0.99628,0.06,35.0,5,Mediana
11.0,0.45,0.64,0.99358,0.02,46.0,5,Mediana
9.8,0.58,0.45,0.99726,0.38,66.0,5,Mediana
9.6,0.46,0.78,0.9978,0.0,26.0,4,Baja
11.8,0.72,0.37,0.99456,0.32,51.0,6,Buena
10.3,0.6,0.57,0.99564,0.05,36.0,6,Buena
10.3,0.6,0.57,0.99564,0.05,36.0,6,Buena
11.4,0.87,0.43,0.996,0.5,19.0,6,Buena
9.5,0.55,0.41,0.99668,0.31,51.0,6,Buena
11.7,0.57,0.44,0.9935,0.2,64.0,6,Buena
11.2,0.53,0.46,0.99385,0.0,44.0,5,Mediana
9.3,0.43,0.58,0.99494,0.2,44.0,5,Mediana
11.2,0.53,0.58,0.9944,0.13,36.0,6,Buena
9.5,0.54,0.715,0.99688,0.22,81.0,6,Buena
9.7,0.6,0.69,0.99636,0.0,10.0,6,Buena
9.5,0.54,0.715,0.99688,0.22,81.0,6,Buena
11.5,0.57,0.3,0.9948,0.39,9.0,7,Buena
10.4,0.64,0.46,0.9956,0.2,54.0,6,Buena
10.4,0.64,0.46,0.9956,0.2,54.0,6,Buena
10.9,0.68,0.765,0.99619,0.0,22.0,6,Buena
10.2,0.63,0.63,0.99734,0.28,69.0,6,Buena
10.9,0.56,0.42,0.99476,0.19,36.0,5,Mediana
10.5,0.57,0.37,0.99734,0.5,47.0,5,Mediana
12.4,0.54,0.16,0.99328,0.44,31.0,6,Buena
13.0,0.37,0.6,0.99286,0.08,7.0,5,Mediana
11.0,0.59,0.74,0.99521,0.0,12.0,5,Mediana
10.9,0.75,0.635,0.99638,0.1,60.0,6,Buena
12.4,0.67,0.395,0.99362,0.13,28.0,6,Buena
9.7,0.49,0.755,0.99672,0.0,12.0,4,Baja
10.9,0.75,0.635,0.99638,0.1,60.0,6,Buena
12.1,0.61,0.53,0.99323,0.14,29.0,6,Buena
11.7,0.74,0.86,0.99598,0.07,57.0,6,Buena
11.2,0.8,0.37,0.99576,0.32,15.0,6,Buena
11.2,0.66,0.28,0.99501,0.44,68.0,5,Mediana
9.2,0.44,0.79,0.9955,0.21,68.0,5,Mediana
9.8,0.53,0.61,0.99612,0.26,88.0,5,Mediana
10.1,0.62,0.69,0.9979,0.32,91.0,5,Mediana
10.1,0.62,0.69,0.9979,0.32,91.0,5,Mediana
9.2,0.61,0.62,0.996,0.1,63.0,5,Mediana
9.8,0.53,0.61,0.99612,0.26,88.0,5,Mediana
12.8,0.59,0.51,0.9929,0.15,27.0,6,Buena
10.1,0.54,0.36,0.99558,0.21,65.0,6,Buena
10.1,0.53,0.36,0.99556,0.21,69.0,6,Buena
9.8,0.58,0.63,0.99616,0.27,91.0,6,Buena
11.9,0.69,0.44,0.99638,0.46,41.0,6,Buena
9.8,0.58,0.63,0.99616,0.27,91.0,6,Buena
10.1,0.66,0.66,0.99796,0.34,88.0,5,Mediana
11.4,0.55,0.34,0.99392,0.42,18.0,5,Mediana
11.0,0.82,0.36,0.99495,0.39,55.0,7,Buena
10.6,0.6,0.46,0.9948,0.24,34.0,6,Buena
10.6,0.6,0.46,0.9948,0.24,34.0,6,Buena
10.6,0.6,0.46,0.9948,0.24,34.0,6,Buena
10.6,0.6,0.46,0.9948,0.24,34.0,6,Buena
9.3,0.52,0.52,0.9955,0.11,38.0,5,Mediana
9.8,0.56,0.6,0.99616,0.26,91.0,6,Buena
9.8,0.56,0.6,0.99616,0.26,91.0,6,Buena
9.7,0.43,0.39,0.99581,0.1,25.0,6,Buena
9.6,0.51,0.775,0.9976,0.22,48.0,5,Mediana
12.6,0.66,0.58,0.99387,0.02,40.0,6,Buena
9.5,0.45,0.5,0.99448,0.0,26.0,5,Mediana
9.5,0.45,0.5,0.99448,0.0,26.0,5,Mediana
9.5,0.45,0.5,0.99448,0.0,26.0,5,Mediana
10.5,0.54,0.51,0.99538,0.02,31.0,6,Buena
10.5,0.54,0.51,0.99538,0.02,31.0,6,Buena
10.5,0.54,0.51,0.99538,0.02,31.0,6,Buena
10.4,0.51,0.54,0.99589,0.02,31.0,6,Buena
10.5,0.54,0.51,0.99538,0.02,31.0,6,Buena
11.0,0.53,0.42,0.99852,0.48,20.0,5,Mediana
10.2,0.53,0.44,0.99613,0.24,28.0,6,Buena
11.4,0.56,0.59,0.99472,0.01,13.0,5,Mediana
9.5,0.39,0.655,0.99587,0.03,12.0,5,Mediana
9.5,0.39,0.655,0.99587,0.03,12.0,5,Mediana
10.8,0.52,0.57,0.99518,0.0,41.0,5,Mediana
10.0,0.57,0.6,0.99654,0.29,73.0,5,Mediana
11.8,0.51,0.62,0.99332,0.01,46.0,6,Buena
10.3,0.46,0.645,0.9969,0.03,57.0,5,Mediana
10.3,0.46,0.645,0.9969,0.03,57.0,5,Mediana
10.0,0.52,0.58,0.99568,0.03,28.0,5,Mediana
10.1,0.44,0.32,0.99464,0.25,32.0,5,Mediana
10.1,0.44,0.34,0.99464,0.25,28.0,5,Mediana
11.1,0.59,0.43,0.99648,0.24,67.0,6,Buena
10.0333333333333,0.65,0.475,0.99704,0.4,28.0,6,Buena
10.9,0.56,0.54,0.99699,0.31,38.0,5,Mediana
10.1,0.54,0.85,0.99724,0.14,54.0,5,Mediana
10.0333333333333,0.65,0.475,0.99704,0.4,28.0,6,Buena
9.8,0.48,0.83,0.99652,0.27,63.0,4,Baja
11.8,0.53,0.605,0.995,0.02,31.0,6,Buena
9.5,0.62,0.5,0.9971,0.09,42.0,5,Mediana
9.8,0.5,0.74,0.99576,0.08,45.0,5,Mediana
9.8,0.5,0.77,0.99656,0.32,74.0,6,Buena
10.4,0.37,0.61,0.99396,0.0,8.0,4,Baja
9.9,0.52,0.56,0.99586,0.26,100.0,5,Mediana
10.0,0.46,0.885,0.9946,0.2,31.0,5,Mediana
9.9,0.51,0.45,0.99609,0.15,28.0,6,Buena
10.8,0.62,0.57,0.99557,0.02,35.0,6,Buena
10.8,0.62,0.57,0.99557,0.02,35.0,6,Buena
9.6,0.45,0.83,0.99534,0.09,25.0,5,Mediana
9.9,0.49,0.6,0.99613,0.22,105.0,5,Mediana
9.9,0.49,0.6,0.99613,0.22,105.0,5,Mediana
9.5,0.5,0.755,0.99593,0.15,84.0,5,Mediana
9.2,0.42,0.81,0.99668,0.25,85.0,5,Mediana
9.6,0.58,0.64,0.9961,0.07,23.0,5,Mediana
9.6,0.58,0.64,0.9961,0.07,23.0,5,Mediana
9.7,0.53,0.48,0.99524,0.02,111.0,5,Mediana
12.5,0.59,0.49,0.99292,0.0,33.0,6,Buena
11.0,0.58,0.64,0.99612,0.22,33.0,5,Mediana
9.8,0.48,0.62,0.9942,0.06,12.0,5,Mediana
10.2,0.48,0.52,0.99612,0.25,59.0,5,Mediana
9.55,0.65,0.685,0.99745,0.1,12.0,6,Buena
9.55,0.65,0.675,0.99745,0.1,11.0,5,Mediana
9.9,0.52,0.59,0.99584,0.26,104.0,5,Mediana
10.2,0.62,0.6,0.9966,0.12,28.0,7,Buena
11.1,0.72,0.67,0.9956,0.0,24.0,6,Buena
11.9,0.82,0.3,0.9963,0.42,24.0,6,Buena
10.7,0.62,0.5,0.9985,0.39,46.0,6,Buena
11.3,0.9,0.28,0.9952,0.3,34.0,7,Buena
10.7,0.93,0.51,0.995,0.0,54.0,6,Buena
10.7,0.93,0.51,0.995,0.0,54.0,6,Buena
11.9,0.44,0.96,0.9936,0.0,16.0,6,Buena
10.6,0.73,0.47,0.9963,0.4,19.0,6,Buena
10.1,0.9,0.57,0.9963,0.25,89.0,5,Mediana
9.6,0.78,0.32,0.9994,0.59,15.0,5,Mediana
9.4,0.84,0.58,0.9966,0.0,18.0,5,Mediana
9.6,0.78,0.32,0.9994,0.59,15.0,5,Mediana
12.1,0.77,0.34,0.9952,0.33,37.0,7,Buena
9.8,0.46,0.53,0.995,0.01,19.0,5,Mediana
9.8,0.46,0.53,0.995,0.01,19.0,5,Mediana
9.4,0.58,0.4,0.9965,0.18,58.0,5,Mediana
11.4,0.84,0.54,0.9956,0.0,55.0,6,Buena
9.6,0.7,0.26,0.9974,0.37,23.0,6,Buena
9.6,0.7,0.26,0.9974,0.37,23.0,6,Buena
12.1,0.71,0.23,0.9971,0.37,60.0,6,Buena
11.2,0.58,0.41,0.9957,0.33,23.0,5,Mediana
11.0,0.63,0.64,0.9962,0.0,55.0,5,Mediana
11.3,0.93,0.18,0.996,0.4,67.0,5,Mediana
10.4,0.62,0.41,0.9956,0.24,47.0,5,Mediana
9.9,0.54,0.43,0.9958,0.31,74.0,6,Buena
11.7,0.85,0.44,0.9944,0.0,11.0,6,Buena
10.1,0.74,0.4,0.9955,0.16,25.0,7,Buena
10.3,0.47,0.59,0.996,0.0,8.0,5,Mediana
11.066666666666698,0.68,0.67,0.99566,0.02,92.0,6,Buena
11.3,0.73,0.37,0.9947,0.32,28.0,7,Buena
9.8,0.75,0.63,0.99712,0.02,30.0,5,Mediana
11.7,0.49,0.58,0.99322,0.2,22.0,5,Mediana
11.1,0.68,0.67,0.99566,0.02,92.0,6,Buena
9.8,0.75,0.63,0.99712,0.02,30.0,5,Mediana
9.7,0.74,0.67,0.99701,0.0,39.0,5,Mediana
9.7,0.73,0.58,0.99683,0.01,54.0,5,Mediana
11.3,0.73,0.37,0.9947,0.32,28.0,7,Buena
11.0,0.78,0.32,0.99732,0.44,17.0,7,Buena
11.6,0.76,0.58,0.99374,0.02,53.0,7,Buena
9.0,0.58,0.49,0.99706,0.33,85.0,5,Mediana
10.9,0.69,0.45,0.99974,0.63,23.0,6,Buena
10.9,0.63,0.9,0.99467,0.0,17.0,6,Buena
10.55,0.5,0.54,0.99236,0.06,89.0,6,Buena
9.0,0.58,0.49,0.99706,0.33,85.0,5,Mediana
10.5,0.6,0.29,0.99603,0.4,20.0,5,Mediana
11.9,0.8,0.2,0.99458,0.35,15.0,7,Buena
10.4,0.68,0.42,0.99724,0.09,64.0,6,Buena
10.0,0.61,0.785,0.99664,0.0,13.0,4,Baja
10.4,0.58,0.64,0.99545,0.03,31.0,6,Buena
10.8,0.53,0.63,0.99522,0.01,39.0,6,Buena
9.7,0.67,0.59,0.9958,0.1,53.0,5,Mediana
9.7,0.67,0.59,0.9958,0.1,53.0,5,Mediana
10.0,0.65,0.48,0.99728,0.32,54.0,7,Buena
10.0,0.65,0.48,0.99728,0.32,54.0,7,Buena
11.1,0.79,0.35,0.99656,0.6,44.0,6,Buena
11.0,0.54,0.6,0.99336,0.08,45.0,5,Mediana
10.6,0.68,0.28,0.99828,0.6,22.0,5,Mediana
10.1,0.62,0.62,0.99498,0.03,13.0,4,Baja
10.6,0.68,0.28,0.99828,0.6,22.0,5,Mediana
10.3,0.57,0.58,0.99719,0.54,9.0,4,Baja
10.7,0.61,0.33,0.99542,0.44,12.0,5,Mediana
10.9,0.64,0.91,0.99592,0.06,11.0,4,Baja
9.7,0.55,0.655,0.99606,0.16,25.0,5,Mediana
10.3,0.6,0.68,0.99546,0.21,23.0,5,Mediana
10.6,0.78,0.64,0.99496,0.05,17.0,5,Mediana
10.8,0.76,0.57,0.99448,0.1,11.0,6,Buena
11.95,0.54,0.65,0.99348,0.06,18.0,5,Mediana
10.0,0.7,0.31,0.99459,0.09,28.0,7,Buena
10.6,0.81,0.43,0.99492,0.02,28.0,6,Buena
11.5,0.63,0.74,0.99508,0.03,16.0,6,Buena
10.8,0.58,0.895,0.99582,0.04,13.0,6,Buena
11.5,0.63,0.74,0.99508,0.03,16.0,6,Buena
9.6,0.53,0.725,0.99508,0.04,15.0,5,Mediana
9.8,0.54,0.585,0.99638,0.18,60.0,5,Mediana
11.0,0.69,0.44,0.99555,0.39,14.0,6,Buena
11.4,0.55,0.38,0.99605,0.57,12.0,6,Buena
10.8,0.66,0.81,0.99562,0.05,14.0,6,Buena
11.4,0.55,0.38,0.99605,0.57,12.0,6,Buena
10.6,0.72,0.27,0.99814,0.6,25.0,6,Buena
11.1,0.7,0.18,0.9941,0.4,20.0,5,Mediana
9.7,0.77,0.36,0.99661,0.21,48.0,6,Buena
9.8,0.67,0.69,0.99712,0.04,27.0,5,Mediana
10.4,0.65,0.79,0.99588,0.04,17.0,6,Buena
10.5,0.6,0.56,0.99294,0.15,65.0,6,Buena
10.6,0.97,0.32,0.99633,0.25,58.0,5,Mediana
10.3,0.83,0.53,0.99489,0.06,44.0,6,Buena
10.5,0.63,0.47,0.99647,0.46,20.0,5,Mediana
10.2,0.58,0.7,0.99665,0.08,27.0,5,Mediana
10.3,0.83,0.53,0.99489,0.06,44.0,6,Buena
9.05,0.43,0.48,0.99585,0.2,23.0,4,Baja
10.6,0.97,0.32,0.99633,0.25,58.0,5,Mediana
10.4,0.6,0.48,0.9953,0.25,61.0,5,Mediana
10.0,0.78,0.42,0.99522,0.19,47.0,6,Buena
9.7,0.64,0.48,0.99552,0.08,34.0,5,Mediana
9.6,0.65,0.47,0.99553,0.08,38.0,6,Buena
10.8,0.66,0.53,0.9951,0.07,24.0,6,Buena
10.1,0.67,0.29,0.99714,0.49,59.0,6,Buena
10.2,0.6,0.69,0.99608,0.08,52.0,6,Buena
11.3,0.69,0.44,0.99444,0.09,18.0,6,Buena
10.2,0.66,0.705,0.99631,0.1,28.0,5,Mediana
9.9,0.68,0.53,0.99573,0.13,22.0,6,Buena
9.0,0.61,0.39,0.99717,0.3,84.0,5,Mediana
11.7,0.62,0.56,0.99397,0.14,29.0,7,Buena
9.7,0.59,0.55,0.9959,0.13,35.0,6,Buena
10.3,0.68,0.53,0.99528,0.08,45.0,6,Buena
10.2,0.64,0.58,0.99484,0.08,31.0,6,Buena
12.0,0.63,0.64,0.99538,0.09,26.0,5,Mediana
9.9,0.78,0.39,0.99714,0.32,60.0,5,Mediana
10.9,0.76,0.25,0.99666,0.29,49.0,7,Buena
10.75,0.56,0.855,0.99472,0.02,38.0,6,Buena
10.4,0.57,0.44,0.99758,0.42,19.0,6,Buena
11.2,0.81,0.37,0.9955,0.43,19.0,7,Buena
10.1,0.64,0.63,0.99531,0.33,28.0,6,Buena
10.2,0.61,0.57,0.99575,0.02,26.0,5,Mediana
12.1,0.51,0.6,0.99306,0.1,26.0,5,Mediana
10.4,0.58,0.4,0.99783,0.5,50.0,5,Mediana
9.5,0.53,0.68,0.99783,0.0,26.0,5,Mediana
9.4,0.54,0.67,0.99768,0.0,27.0,5,Mediana
9.4,0.6,0.735,0.99765,0.0,28.0,5,Mediana
11.0,0.6,0.855,0.99627,0.02,23.0,6,Buena
10.55,0.68,0.56,0.99514,0.17,24.0,7,Buena
9.9,0.56,0.88,0.99636,0.04,20.0,5,Mediana
11.0,0.6,0.855,0.99627,0.02,23.0,6,Buena
10.1,0.54,0.695,0.99546,0.13,20.0,5,Mediana
10.1,0.54,0.695,0.99546,0.13,20.0,5,Mediana
10.1,0.54,0.695,0.99546,0.13,20.0,5,Mediana
10.9,0.82,0.67,0.99489,0.02,42.0,6,Buena
11.2,0.71,0.16,0.99494,0.64,52.0,6,Buena
10.1,0.54,0.695,0.99546,0.13,20.0,5,Mediana
9.2,0.59,0.56,0.99629,0.13,42.0,5,Mediana
11.5,0.57,0.51,0.99396,0.14,34.0,6,Buena
9.5,0.51,0.69,0.99632,0.32,104.0,5,Mediana
12.5,0.67,0.58,0.99467,0.2,50.0,6,Buena
11.8,0.64,0.52,0.99474,0.4,20.0,6,Buena
10.8,0.78,0.3,0.99588,0.63,29.0,6,Buena
11.3,0.67,0.67,0.9954,0.15,20.0,6,Buena
11.3,0.6,0.56,0.99402,0.09,32.0,5,Mediana
11.9,0.6,0.35,0.9947,0.33,26.0,6,Buena
11.3,0.6,0.56,0.99402,0.09,32.0,5,Mediana
11.9,0.5,0.715,0.99362,0.1,27.0,5,Mediana
9.8,0.62,0.46,0.99578,0.29,98.0,5,Mediana
11.6,0.8,0.32,0.99484,0.44,34.0,7,Buena
11.5,0.84,0.39,0.99494,0.44,48.0,6,Buena
11.4,0.85,0.31,0.99492,0.41,60.0,6,Buena
10.9,0.66,0.61,0.99483,0.11,28.0,6,Buena
12.8,0.78,0.66,0.99414,0.33,102.0,6,Buena
11.6,0.82,0.55,0.99314,0.15,35.0,6,Buena
11.6,0.56,0.74,0.99402,0.09,26.0,6,Buena
11.0,0.75,0.51,0.99574,0.13,40.0,6,Buena
9.5,0.82,0.62,0.99651,0.08,38.0,6,Buena
10.5,0.58,0.6,0.9949,0.08,44.0,5,Mediana
11.2,0.76,0.55,0.99512,0.1,51.0,6,Buena
11.0,0.75,0.51,0.99574,0.13,40.0,6,Buena
10.2,0.71,0.645,0.99547,0.12,44.0,5,Mediana
11.0,0.66,0.31,0.99549,0.47,42.0,6,Buena
